P_ID,amenity,geometry,Latitude,Longitude,grid number,Slow,Fast,Rapid,Total
276,parking,POINT (-2.95044040338551 56.48370359625494),56.4837036,-2.950440416,247,0,0,0,0
277,parking,POINT (-2.948478887012798 56.49430465002668),56.49430465,-2.9484789,249,0,0,0,0
278,parking,POINT (-2.930076825497733 56.47341014310342),56.47341014,-2.930076838,272,0,0,0,0
279,parking,POINT (-2.932923249423388 56.48433320985404),56.48433321,-2.932923262,275,0,0,0,0
280,parking,POINT (-2.929429035429496 56.47316716248137),56.47316716,-2.929429048,286,0,0,0,0
281,parking,POINT (-2.928260544402046 56.47721419966782),56.4772142,-2.928260557,287,0,0,0,0
282,parking,POINT (-2.929437690932104 56.47729251970775),56.47729252,-2.929437704,287,0,0,0,0
283,parking,POINT (-2.926966439612286 56.47731025858555),56.47731026,-2.926966453,287,0,0,0,0
284,parking,POINT (-2.928146717678804 56.47641535052435),56.47641535,-2.928146731,287,0,0,0,0
285,parking,POINT (-2.92511255410209 56.4774538264118),56.47745383,-2.925112567,287,0,0,0,0
286,parking,POINT (-2.925345305939356 56.47646473381962),56.47646473,-2.925345319,287,0,0,0,0
287,parking,POINT (-2.922464038985559 56.47994910079585),56.4799491,-2.922464052,288,0,0,0,0
288,parking,POINT (-2.926585157544933 56.49005004489859),56.49005004,-2.926585171,290,0,0,0,0
289,parking,POINT (-2.924385432352165 56.49719989041375),56.49719989,-2.924385445,291,0,0,0,0
290,parking,POINT (-2.913297186993403 56.46764089999645),56.4676409,-2.9132972,299,0,0,0,0
291,parking,POINT (-2.904511650949259 56.47937935669693),56.47937936,-2.904511664,316,0,0,0,0
292,parking,POINT (-2.907837762359927 56.48051279570799),56.4805128,-2.907837775,316,0,0,0,0
293,parking,POINT (-2.910493100553062 56.47990806220593),56.47990806,-2.910493114,316,0,0,0,0
294,parking,POINT (-2.895654376926474 56.46867714827046),56.46867715,-2.89565439,327,0,0,0,0
295,parking,POINT (-2.895034186977277 56.47320819999986),56.4732082,-2.8950342,328,0,0,0,0
296,parking,POINT (-2.900236569616206 56.47291655271621),56.47291655,-2.900236583,328,0,0,0,0
297,parking,POINT (-2.894975320089832 56.48814509946724),56.4881451,-2.894975333,331,0,0,0,0
298,parking,POINT (-2.891303265037341 56.46935391984345),56.46935392,-2.891303278,342,0,0,0,0
300,parking,POINT (-2.888710574355011 56.47867952588781),56.47867953,-2.888710587,343,0,0,0,0
301,parking,POINT (-2.891388684762564 56.47703871670618),56.47703872,-2.891388698,343,0,0,0,0
