,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,1252.4475323466058,717.857275527012,754.4415125686711,894.0561707245398,406.77649286859383,191.99514448761906,290.7660876800233,555.4413976472134,760.8265962081812,517.6071603452801,365.0497357808904,418.1975636525815,626.738008916579,887.1273752339606,1165.1061016748813,1123.3730481625325,972.165281627573,896.9525026811424,1025.7679092883068,1415.9775666111577,1587.3553379885366,1633.7578897698286,2086.1577183066174,2005.9223175741886,1967.6552210134453,1973.7988429140526,2023.9487215636657,2114.9766919422655,2241.908893159713,2399.0530077675967,2696.1435473304546,2599.816362013883,2503.5099053269496,2507.234099023135,2545.8106330692785,2617.699060758885,2720.2595974251803,2850.183005344937,3121.005783027387,3066.166995027,3039.4650677094064,3072.633563859125,3131.587076228879,3216.9646868585933,3326.7325150844367,3717.2316749345564,3646.4992449099072,3598.93925322452,3575.47647248475,3576.585128062061,3602.2424865550806,3651.93112353139,3724.689361590211,3819.1989114072917,4237.205740712861,4174.672531046895,4132.569053233334,4111.522937500199,4111.857495197091,4133.56749398226,4239.477104833242,4322.145668004049,4704.623863569713,4666.7629406676015,4647.593042825817,4647.3454357099035,4666.0230951980375,5201.347745269869,5183.6800839327425,5182.982763346941,5281.9619303352165,5347.606060919121,5736.214735263371,5762.684082249223,5807.343219402168,5866.701641714929,5940.318690208537,6455.969932207418,6790.442231556419,6826.14870579831,6863.218281211915,7326.379243855158,7336.646637854689,7358.883822584414,7438.780319200987,7496.06204808049,7864.262257741958,7862.355533768829,7871.650495660311,7966.116918636352,8425.727460118473,8936.537241412288,8934.399015325678,8987.002301491777,9470.456540157062,9477.533122599678,9519.47891021649,10008.828262003635,10006.53319529864,10544.978938983415,11091.477719456865,11617.289447626115,12150.985109809204
1,13279.988476719205,12744.047127072998,12745.453213360173,12753.774819770853,12214.194357733068,12208.120032869516,12209.26678672348,12217.632574148527,11693.114983864158,11678.892646250024,11672.20949213659,11673.078458175965,11681.497846500824,11697.451341110358,11720.908165262133,11158.907322229195,11143.66312076482,11136.31824140948,11145.372068625826,11185.991864283247,10624.879971243883,10626.111148099368,10091.061931392642,10073.468163024983,10064.607448808423,10064.502839343133,10073.154592469313,10090.540169851027,10116.614529026707,10151.310702147583,9585.6086347478,9557.488665297666,9528.79676049068,9528.307746938937,9537.06751429176,9555.050609699341,9582.20508868527,9618.453258783731,9024.203999978507,9003.732732608716,8993.02353000935,9000.998865453781,9019.657379025162,9048.026330048633,9086.014746399218,8523.724079439624,8491.262740876788,8469.092845134186,8457.295307992912,8455.913525191427,8464.95257907666,8484.379145111745,8514.122102221145,8554.073821096667,7993.785503605175,7958.734327831648,7934.646390054453,7921.62168162702,7919.7147664912245,7928.933646419748,7980.54795762213,8022.729911080107,7426.708049869684,7400.435757249336,7386.015012579797,7383.51523655779,7392.948500323497,6866.516500466289,6850.491520632805,6847.315269315782,6914.697591308085,6962.381799021759,6332.962865743437,6345.009489983126,6382.639216780403,6433.764308162505,6498.066213193599,5976.002064246031,5238.718013179109,5277.121979039391,5321.126117350565,4702.522723077464,4713.9588200821,4743.984244420625,4858.211149513723,4941.160311349751,4175.270722988707,4166.331886909572,4178.521835547513,4338.5408562384455,3680.4930760221646,3107.8616144141965,3093.9770587311586,3220.5659389919356,2557.8268320787556,2574.3077157502116,2706.4835493045466,2045.6025652036355,2021.7160405438706,1519.789950257164,1137.5225894524963,534.0342941140909,132.7597183810014
2,10463.452086139743,9927.781957263067,9925.486860149585,9932.072478495948,9404.364097434198,9392.162320990376,9389.339559707716,9395.904250944226,8893.204576453227,8869.954032875183,8856.602772072,8853.195563810898,8859.74386387448,8876.225621923397,8902.585650617788,8360.922376142782,8335.756027543675,8321.115369162446,8323.593289526703,8368.31843068569,7829.148372201104,7805.285633533269,7297.994164452313,7268.185271257186,7250.423008130743,7244.795959542147,7251.332355205607,7269.999365912479,7300.703921709557,7343.295005309594,6813.062906978597,6767.606230474954,6715.2641841479235,6708.679713448542,6715.229518365813,6734.87525591954,6767.502853563485,6812.925777887338,6238.180607248283,6202.192267633176,6180.274315653966,6179.152281291581,6199.9558785232275,6234.844960313072,6283.584880708669,5764.938497157461,5709.985603272076,5670.0671614953235,5645.502071424886,5636.491048611586,5643.108576624238,5665.299861607325,5702.883075101555,5755.556674283552,5244.485944238178,5183.398121027196,5138.764604042448,5111.016457038335,5100.429243407034,5107.109658643775,5171.832659075018,5229.239505491837,4658.964022894428,4608.569848886889,4576.918656214439,4564.400337971121,4571.172049840876,4079.9156521224954,4043.363210338372,4028.4183258248195,4113.881189678019,4184.322967274337,3553.490611273158,3531.7214462435577,3588.2056729665164,3667.924784006238,3769.404841067531,3274.6155881748577,2421.079151602679,2472.55389973442,2550.273412058293,1885.7950032247622,1894.288978694372,1948.516575617545,2177.6873596400965,2340.841909782197,1405.5705299264598,1351.2536814012863,1361.0361513847197,1729.0645130836576,942.8993903570232,500.94318626139824,300.7243152921356,816.4030659134469,292.11744210648783,309.66520603161337,803.6194883264842,908.8977620722557,809.5186656047387,1405.746905738662,2014.4291111118114,2449.7183904528724,2947.252335077455
3,6315.057975563419,5779.0766940291705,5799.381581711126,5834.744531392301,5238.167694577166,5243.120027440822,5264.838856779966,5303.118157204374,4716.322719291489,4702.398083447967,4707.197180898962,4730.66299570273,4772.520158675349,4832.29074567904,4909.320485489627,4183.200516228389,4166.70066073039,4171.32207934337,4243.337201263271,4395.123686374163,3650.9197530173137,3790.8960326787865,3119.912288607316,3095.6770068255064,3099.8188767775223,3132.2252771676785,3192.0354272223426,3277.749486745313,3387.4015791762627,3518.754486327043,2654.4795188734925,2590.962496054021,2564.2968002601997,2602.1767282752103,2672.6994282781343,2773.3757926128046,2901.068176675649,3052.3878769245584,2065.653412633895,2025.81431808109,2029.091630741774,2161.6333269062,2283.5968548771557,2435.8281605959214,2613.042482519054,1655.4915679452217,1547.6988648234505,1492.1049661189131,1494.5462079508407,1554.7491323688378,1666.4652399092183,1820.2342257829573,2006.4105419198083,2216.8441418995058,1203.9861220028008,1048.0633707757902,961.0271926135408,961.7648160993773,1050.0911346594798,1206.9268520424198,1641.1815265771274,1891.1106500118717,613.2911250876258,442.17483485087735,437.2519406330477,602.6090761863592,843.4237200851585,205.47489602815827,179.63354410043087,445.6349848081719,1324.8390513965442,1620.6831033902708,680.9434410540979,1208.1015858169299,1465.9945857025605,1736.3870145806227,2014.251306002845,2239.5897873924478,1776.2473146356547,1996.0547060583092,2159.448505671643,2300.1302867930476,2368.9511495069896,2471.744090780129,2762.8741099613258,2942.7602445515313,2803.76747378929,2828.636275958732,2884.009417436845,3213.101974306659,3476.487227162102,3875.1832359779555,3891.9780154781174,4073.8594300423315,4425.2944490243235,4459.29378491321,4584.558651211728,4946.989683600648,4959.237094921075,5482.9691814688385,6024.257406281292,6555.020579817519,7098.449906497891
4,5450.369421846042,4915.048615298212,4946.659022716639,4995.746312255871,4365.205247907053,4379.918005135619,4414.595768403739,4468.773741212233,3836.2357312543963,3829.1559185897213,3845.0579741824176,3883.6595633708143,3944.2942432800755,4025.9665840514826,4127.427875823482,3302.319640188975,3293.1057813545262,3310.600784348209,3423.4549202274998,3631.14453317817,2769.2056676662683,3015.9158142707347,2237.468852005021,2221.007293151166,2244.05281332951,2305.4208821350526,2402.1761639043402,2530.26230793822,2685.199471095712,2862.63105595623,1781.6929927003694,1708.397679087084,1713.4398507696485,1791.3504019201923,1912.6643469503424,2069.763688507428,2255.18212308043,2462.5309398064264,1185.569216385157,1148.9374799935158,1187.7817740665164,1456.4396308201012,1655.5477632121633,1880.6233921549083,2123.4250434929195,857.2058358554583,683.4683817258433,612.974665560687,678.6959949430322,849.5879241585877,1076.6855511151482,1331.534577991149,1600.9362834735596,1878.6403071987222,613.7682100497215,321.39304000898153,78.44425949085048,292.0464570591068,583.7003086899921,878.861720821835,1471.2617800475923,1767.8042862457587,560.423523039376,459.685552331209,533.6862148365551,731.1666701933682,980.1334837693437,995.5985950551765,1029.1863254171935,1141.7102535457732,1758.9632377239056,2010.7972693178301,1531.6257344611722,1911.543171486827,2102.781787365642,2316.3872967763045,2546.737825075173,2894.5567324776925,2657.113983392276,2836.5568109943138,2967.04261576716,3182.64255017971,3244.838371243102,3332.415576378879,3575.7226437516397,3727.00591206365,3681.6539972457012,3711.226717352487,3764.051455371634,4050.95431101715,4353.0132048011565,4751.532171612492,4773.500034920954,4946.868447744506,5306.1684330596545,5341.947838200714,5461.419081547908,5822.305130147744,5839.48626960248,6357.887058193885,6892.416951507076,7429.302859828412,7976.652045549684
5,5399.960088857042,4869.236340733457,4927.8193495374435,5003.364567507446,4294.559180050471,4339.830115434339,4404.693045728594,4488.29861230857,3733.8088248144813,3761.5547842170067,3812.2913177175597,3885.117774285084,3978.8213294807133,4091.9679785405183,4222.995158329604,3198.207314560198,3229.552477563356,3287.520175137972,3477.3910621899263,3752.5866572495634,2662.75662429748,3135.0951126505934,2127.57232132638,2171.5074961632313,2254.0226420378885,2371.09330453795,2517.904019538967,2689.589063597281,2881.705949440521,3090.4465498989725,1590.8896973019139,1592.9251620257064,1754.7757026460336,1901.2058741296003,2079.956160920154,2283.448929174208,2505.6631053149454,2742.050886864474,1059.6318428871425,1140.001170534068,1285.5622459568485,1699.3110397602638,1941.5399723457879,2197.2210211868387,2462.166919897841,536.8029232455184,531.7876875204827,673.5874050535512,894.9427882861723,1150.8282338646536,1422.7328470670225,1703.0007805181854,1988.0980887017329,2276.2107730382354,168.65475384014636,131.73057503914183,427.2455563727174,723.8795198859624,1020.6571394629292,1317.4812131390179,1911.1817997103585,2208.044063652422,571.3937556704254,697.184175563887,906.5947129835033,1155.0043672990535,1422.121227953468,1168.0358393836948,1301.7935871157556,1483.6760463823177,2186.0445873212097,2447.5482915881043,1678.472885047978,2274.8279786743497,2490.963167830356,2722.3550388263016,2965.434261156508,3284.0135000979553,2872.7916035700528,3124.6611306810096,3283.775490156634,3379.366547058431,3475.9576738888395,3594.537478959781,3889.2541082068033,4061.2161629037328,3831.613309826243,3893.880152264043,3977.3855895819306,4341.541378149286,4578.300596117817,4888.763089629909,4936.769115080241,5181.139926598664,5462.49976916613,5521.081357061302,5683.127126307679,5951.328554235019,5990.086827043454,6483.811843443912,6996.998479799522,7550.334810706865,8111.745960020673
6,4475.582658290515,3955.3946734821025,3895.216477298176,3857.017484233378,3534.0784200464127,3440.110605741974,3369.764958379749,3324.541269892729,3177.8056190117295,3043.077193346984,2932.3180970438116,2848.325840395691,2793.5157965120543,2769.620975426683,2777.439343726573,2729.5062707633806,2570.160295131893,2436.7067298560423,2264.9633042805503,2242.2665346207777,2318.7580976081385,1698.831266053328,1969.2027857507942,1738.0888829313697,1529.8479047876995,1355.0661353609394,1228.1129845117973,1164.7343499645563,1175.2607033137626,1257.837838089622,1998.1590793803853,1718.5962430409468,1185.0289128128873,945.5580440251441,748.431855019155,634.4319364157748,648.9534748722182,784.8949677971036,1613.7181949386797,1317.3664348451064,1021.3240255921326,432.71230078119976,154.03899329876,191.03746726436125,474.91211482456987,1969.756515978891,1682.0542849500273,1398.1951104534653,1121.101802320734,857.3595169275345,624.129400251307,469.3457396542456,476.76908226989633,640.7863787088957,2164.594799662571,1905.0565568938703,1658.096393875442,1430.24466929709,1232.1479785983786,1080.3007919258325,996.7887403929768,1082.2494917149977,2236.938701620121,2029.3997440170008,1846.4293113736087,1695.9976600642835,1587.3826160567396,2462.2134829471656,2312.5700159262938,2193.1097269645097,2062.1759406718584,2102.2316353845326,2929.4002749496412,2599.9968310240993,2597.1687793136184,2628.0883242408486,2691.5926321474217,3209.771847692616,3749.7171978971974,3671.785154368089,3668.405735444059,4277.169324480089,4232.2576862595,4207.859733440829,4221.728453713428,4259.7910312669355,4864.798468536864,4806.569531678535,4766.152002427348,4755.309716416491,5280.18952090742,5917.655278646181,5869.10608989541,5812.670557720163,6401.623291507174,6370.276837112216,6348.89219373918,6976.470085387048,6934.718036851773,7507.325530303801,8086.341261098568,8571.037365224563,9070.840841211902
7,1947.9618415983364,1420.0152510928147,1513.9851481635374,1656.548702976566,848.5317258032194,901.7480134583365,1040.4729449805761,1236.248026875504,432.3998765365047,312.5407516890271,429.74544866461474,669.3038350174817,942.0938505055285,1226.1323062788197,1515.1059813778704,381.2710478870691,223.75185310423387,362.0021503606936,906.5626082237909,1489.2265341558154,823.6231587405994,1391.1091699529102,1336.390360022101,1295.7555069790508,1322.233367641834,1412.0535055258802,1554.2728460845967,1736.0609683379973,1946.3621436390217,2176.928450824911,1938.296978170665,1862.2907512910892,1849.1095790293691,1912.8913466444642,2018.7549421437634,2160.5232107058177,2331.656076389638,2526.192734538617,2392.681537042307,2367.871311379109,2380.1202091509567,2511.989325173825,2626.2235633038204,2767.7205002695277,2932.5363984789474,2975.9207643592413,2925.1222679665993,2903.935410168779,2913.006318762471,2952.0560273491956,3019.9217636939156,3114.720451336715,3234.0844992538305,3375.4087604697816,3502.4853944364513,3458.667314876161,3440.002371831277,3446.8991530010503,3479.2056013492765,3536.225320597674,3719.368782918965,3842.1999159822562,3992.87484265231,3976.0718731788006,3981.3945704481357,4008.7547598178203,4057.7066426313495,4512.143735288138,4516.2793575115975,4539.864609693645,4723.204561059155,4819.467036383725,5048.2178469049795,5164.473486262078,5235.38250528427,5321.928411100392,5423.362624327344,5922.7748622980125,6138.507956705212,6213.57954734947,6271.888027188855,6672.454659993264,6700.197964654979,6740.911912601088,6860.254406191519,6938.230773803596,7193.517828394613,7206.7375999385185,7232.127702595253,7379.762698857549,7799.258313755404,8265.052906339713,8276.053131536006,8372.353369902563,8810.995417897662,8831.07042406365,8900.832151359884,9336.768617592948,9346.084377134921,9872.676560003896,10409.07170796825,10944.569379680634,11487.501867948222
8,3347.490281740286,2811.3886740827734,2835.184842941344,2889.4536289523467,2285.9034481734034,2275.2919380191584,2303.226161080798,2368.342521894475,1819.5101719004774,1754.8735672569055,1739.2066991511697,1773.8075057659896,1855.866454929112,1979.4901670969919,2137.478847418857,1321.2782919376023,1228.2220513486966,1203.151356565739,1361.8118694616883,1722.3962765048088,869.217435823547,1140.9380404976228,583.0199476852454,301.0299048493978,132.69717898080214,347.67880251447986,632.7991041444683,925.3489548686972,1219.9951530918881,1515.51537103737,964.5264291854414,706.3308590718136,406.10936461636265,512.2046938321105,732.1617014927341,992.9983972534376,1269.767105669355,1553.9782782074922,1110.1887081566094,985.7382955329682,941.8684225072383,1116.6075601622313,1300.412229678199,1520.3964274193759,1763.068944705293,1727.2700943321581,1593.9780986094258,1508.0921976964275,1477.9003150495926,1506.7540081653624,1591.4448295300706,1723.7621713247315,1893.7490445999752,2092.2439094699066,2207.216291864905,2103.247892085997,2037.5886821836782,2013.988890656395,2033.9130275104335,2096.1202635815553,2331.5993972655756,2494.4082898567003,2623.200757384424,2569.8177698150425,2550.09971580027,2564.823083255262,2613.405765903538,3103.374919229177,3086.22226798831,3097.557101912773,3295.860074450116,3411.425333966368,3637.67669358898,3720.9146793292116,3799.8650493552823,3899.871530901105,4019.3626860857717,4505.220309422073,4700.501724874609,4768.002863513695,4828.849956258557,5235.59287909013,5257.200468749319,5295.387275250398,5419.944760857466,5505.22530896354,5766.916038318127,5770.89319670796,5790.106966612947,5937.102203311144,6354.652826467129,6839.2161881304555,6841.926713225152,6926.8049348663335,7377.597881620144,7391.755704702093,7455.531784245449,7911.5259745248,7913.344614516921,8447.68419901471,8992.480717135555,9520.006929720368,10056.851327165301
9,9346.127186929283,8810.035076035916,8817.771674093707,8835.485845548532,8276.7991128827,8273.944410044365,8281.741248155535,8300.159592445918,7756.260106150568,7741.371346355543,7737.855982721859,7745.729481134074,7764.9571781275345,7795.455038579849,7837.091471687156,7222.51612606303,7206.0363934975285,7201.770818343358,7229.906627517008,7306.358705250529,6689.132476867025,6729.3536251564265,6156.203417301573,6135.7445257770205,6129.616132818598,6137.861138510118,6160.421806632243,6197.141765855087,6247.771341654859,6311.975803249714,5662.352815282561,5623.858830821417,5593.5509227406355,5601.989497627353,5626.105994931342,5665.700187688847,5720.450670258197,5789.92747071824,5092.282729967757,5066.227728899574,5057.498184423941,5092.194914491429,5135.268745984021,5194.98068937352,5270.765270854635,4610.521299275395,4561.744556345818,4531.933465525306,4521.463142405894,4530.467648634313,4558.831551949959,4606.197199536034,4671.986661262453,4755.435307835521,4088.5182867954013,4032.6548543930844,3998.1152320087303,3985.45382123357,3994.8786103623506,4026.2344614001595,4152.405078483013,4245.334199436884,3505.670504940712,3464.9940516584584,3449.4832204733952,3459.476477140013,3494.754995219207,2932.951230458396,2913.573889430762,2924.3650853026297,3130.2769266201244,3250.6587838718924,2402.704648197606,2520.689089658661,2634.350863899389,2775.2511259088224,2939.4754924711265,2519.020876458731,1324.3290101870089,1540.7497871885641,1717.0776795583927,798.6821803044063,924.250554507891,1116.627926878879,1600.2853460087395,1866.1052854356474,249.65819939629873,311.42182179851324,554.8942602494168,1413.6106371525623,847.7298756085441,846.2441133761064,860.420198318121,1367.6548629305335,1387.2939353596028,1456.0203990003824,1743.4431852099021,1915.6411213192175,1919.3528717015263,2451.3014978648926,3015.7099819562086,3523.0880642527422,4058.5777470859607
