Point_ID,Latitude,Longitude,grid_number,Slow,Fast,Rapid,Total,Distance,centre_point_x,centre_point_y,bi(not_delete)
313,56.46570139,-3.0474615,89,0,0,0,0,4798.528303,-2.968479968,56.45992007,0
314,56.46687731,-3.048535941,89,0,0,0,0,4869.111329,-2.968479968,56.45992007,0
315,56.46641202,-3.04794373,89,0,0,0,0,4830.985914,-2.968479968,56.45992007,0
316,56.46586081,-3.048193844,89,0,0,0,0,4843.494197,-2.968479968,56.45992007,0
317,56.46618239,-3.049170149,89,0,0,0,0,4903.959004,-2.968479968,56.45992007,0
318,56.4675621,-3.0462343,89,0,0,0,0,4734.065532,-2.968479968,56.45992007,0
319,56.46788422,-3.047488857,89,0,0,0,0,4811.642402,-2.968479968,56.45992007,0
320,56.46803412,-3.049633527,90,0,0,0,0,4941.85164,-2.968479968,56.45992007,0
321,56.4684742,-3.04807985,90,0,0,0,0,4850.962574,-2.968479968,56.45992007,0
322,56.46811767,-3.049187755,90,0,0,0,0,4915.484734,-2.968479968,56.45992007,0
323,56.45541694,-2.984290168,185,0,0,0,0,996.087376,-2.968479968,56.45992007,0
324,56.46307233,-2.976606356,200,0,0,0,0,528.1499678,-2.968479968,56.45992007,0
C1,56.45677168,-3.06863329,59,0,1,0,1,6071.583568,-2.968479968,56.45992007,1
C2,56.46983341,-3.057191218,76,1,1,0,2,5408.735146,-2.968479968,56.45992007,1
C3,56.46548131,-3.035286987,117,2,0,0,2,4062.035863,-2.968479968,56.45992007,1
C4,56.47296514,-3.011192785,146,1,0,0,1,2706.110549,-2.968479968,56.45992007,1
C5,56.47327245,-3.011614603,147,1,0,0,1,2736.013685,-2.968479968,56.45992007,1
C6,56.48838239,-3.014352513,150,1,0,0,1,3271.118453,-2.968479968,56.45992007,1
C7,56.46826957,-3.005973724,159,1,0,0,1,2327.507757,-2.968479968,56.45992007,1
C8,56.47296831,-3.002456448,160,3,0,0,3,2205.331995,-2.968479968,56.45992007,1
C9,56.48710221,-3.003684246,163,1,0,0,1,2694.997228,-2.968479968,56.45992007,1
C10,56.46394318,-2.99265275,173,2,0,0,2,1484.847398,-2.968479968,56.45992007,1
C11,56.45494891,-2.984288107,185,0,1,0,1,1004.107161,-2.968479968,56.45992007,1
C12,56.459786,-2.983589987,186,0,0,1,1,915.5967369,-2.968479968,56.45992007,1
C13,56.47826452,-2.986113461,189,8,0,1,9,1541.800706,-2.968479968,56.45992007,1
C14,56.45682527,-2.973600254,199,1,0,1,2,362.5217117,-2.968479968,56.45992007,1
C15,56.45907815,-2.977267882,200,0,1,0,1,534.9237885,-2.968479968,56.45992007,1
C16,56.4688795,-2.975158002,202,1,0,0,1,677.0907321,-2.968479968,56.45992007,1
C17,56.48444556,-2.975085918,205,2,0,0,2,1539.035091,-2.968479968,56.45992007,1
C18,56.46297438,-2.966068946,214,0,1,0,1,235.7824099,-2.968479968,56.45992007,1
C19,56.46024694,-2.96679394,214,0,1,0,1,104.0636201,-2.968479968,56.45992007,1
C20,56.4600458,-2.969764351,214,1,0,0,1,78.19653779,-2.968479968,56.45992007,1
C21,56.4725685,-2.973004172,216,0,5,5,10,813.9580346,-2.968479968,56.45992007,1
C22,56.47847573,-2.941636877,259,1,0,0,1,1977.284778,-2.968479968,56.45992007,1
C23,56.49601845,-2.947257234,263,1,0,1,2,2537.316888,-2.968479968,56.45992007,1
C24,56.48222221,-2.935811869,274,1,0,0,1,2396.748335,-2.968479968,56.45992007,1
C25,56.4788597,-2.922165429,288,1,0,0,1,3031.916833,-2.968479968,56.45992007,1
C26,56.47218453,-2.911969682,300,1,0,0,1,3503.839443,-2.968479968,56.45992007,1
C27,56.47016332,-2.920663602,300,1,0,0,1,2963.069303,-2.968479968,56.45992007,1
C28,56.47796824,-2.913471518,301,1,0,0,1,3507.942842,-2.968479968,56.45992007,1
C29,56.48982926,-2.917475283,304,2,0,0,2,3582.697853,-2.968479968,56.45992007,1
C30,56.46999414,-2.910300652,314,1,0,0,1,3577.715034,-2.968479968,56.45992007,1
C31,56.47572713,-3.047990362,91,1,0,0,1,4912.054534,-2.968479968,56.45992007,1
C32,56.46553827,-3.041976677,103,0,0,1,1,4466.375117,-2.968479968,56.45992007,1
C33,56.45563168,-3.024181414,129,1,0,0,1,3385.103099,-2.968479968,56.45992007,1
C34,56.4821483,-3.024697383,134,0,0,1,1,3662.989229,-2.968479968,56.45992007,1
C35,56.46238032,-3.016417015,144,0,1,0,1,2908.470263,-2.968479968,56.45992007,1
C36,56.4575,-2.978499987,199,0,0,1,1,624.5999827,-2.968479968,56.45992007,1
C37,56.4568153,-2.977853688,199,0,1,0,1,598.3265855,-2.968479968,56.45992007,1
C38,56.46016446,-2.975911138,200,6,0,0,6,450.5199727,-2.968479968,56.45992007,1
C39,56.4587869,-2.981789961,200,0,1,0,1,809.4093618,-2.968479968,56.45992007,1
C40,56.46149716,-2.966478267,214,0,2,0,2,154.4112502,-2.968479968,56.45992007,1
C41,56.46355616,-2.962498183,228,3,0,0,3,424.1632554,-2.968479968,56.45992007,1
C42,56.48588707,-2.892494957,345,0,1,0,1,4865.583052,-2.968479968,56.45992007,1
C43,56.46779037,-2.873580033,369,0,1,1,2,5770.008362,-2.968479968,56.45992007,1
