,amenity,geometry,Latitude,Longitude,grid number,distance1,city center_x,city center_y,Distance
185,parking,POINT (-2.984464598232293 56.45602191538079),56.45602191538777,-2.984464611179045,185,0.016453097591746662,-2.96847996830906,56.4599200704235,996.9418176177567
187,parking,POINT (-2.974727481359505 56.48622934609511),56.48622934607344,-2.974727494323416,205,0.02704088694042326,-2.96847996830906,56.4599200704235,1638.487271229997
188,parking,POINT (-2.992555406967475 56.45542336960006),56.45542336960671,-2.992555419907631,171,0.024491788172994716,-2.96847996830906,56.4599200704235,1484.0298419029998
189,parking,POINT (-2.993193168965925 56.456610962722),56.4566109627274,-2.993193181905947,171,0.024933774684747043,-2.96847996830906,56.4599200704235,1510.8111111401029
190,parking,POINT (-2.979186000901595 56.46064380056207),56.46064380056507,-2.979186013853975,200,0.010730479790187446,-2.96847996830906,56.4599200704235,650.1914892491932
191,parking,POINT (-3.001722827469099 56.4795278286454),56.47952782862725,-3.001722840409522,162,0.038594724085868344,-2.96847996830906,56.4599200704235,2338.5684164374247
192,parking,POINT (-2.96068388490872 56.46823543125348),56.46823543125111,-2.960683897878114,229,0.011398418305081025,-2.96847996830906,56.4599200704235,690.6638582594483
204,parking,POINT (-2.966013532037504 56.45794006565022),56.45794006565737,-2.966013544999456,213,0.0031628567492162783,-2.96847996830906,56.4599200704235,191.64683968142216
207,parking,POINT (-2.987347360774772 56.48878633859607),56.48878633857043,-2.987347373729482,192,0.03448536536023494,-2.96847996830906,56.4599200704235,2089.570224192372
208,parking,POINT (-2.986224072561447 56.48859067988979),56.48859067986449,-2.986224085516986,192,0.033717318120013676,-2.96847996830906,56.4599200704235,2043.0319715981257
209,parking,POINT (-2.97692952300468 56.46032378989678),56.46032378990037,-2.976929535958745,200,0.008459206988992036,-2.96847996830906,56.4599200704235,512.5683564559266
210,parking,POINT (-2.98229972332604 56.46184326148086),56.46184326148234,-2.982299736276329,200,0.013952944152327569,-2.96847996830906,56.4599200704235,845.4501303947945
211,parking,POINT (-2.97973846599749 56.4619498727434),56.46194987274506,-2.97973847894984,200,0.011440024445479308,-2.96847996830906,56.4599200704235,693.1848972918509
212,parking,POINT (-2.980622705245283 56.46148984421153),56.46148984421355,-2.980622718196789,200,0.012243796984101014,-2.96847996830906,56.4599200704235,741.8878513183756
213,parking,POINT (-2.970934673982496 56.46193530010905),56.4619353001117,-2.970934686941809,214,0.003175971388749861,-2.96847996830906,56.4599200704235,192.44149445698065
214,parking,POINT (-2.989367187053961 56.46614685000357),56.46614684999999,-2.9893672,187,0.021795624138921908,-2.96847996830906,56.4599200704235,1320.661293352452
215,parking,POINT (-2.981551961014782 56.46318958068829),56.46318958068853,-2.981551973966084,200,0.01347468104521918,-2.96847996830906,56.4599200704235,816.4707550132657
216,parking,POINT (-2.984905687052228 56.46039024999739),56.46039025,-2.9849057,186,0.016432459658155787,-2.96847996830906,56.4599200704235,995.6913042167857
217,parking,POINT (-2.985342415866738 56.46102325992666),56.46102325992862,-2.985342428814362,186,0.016898508850697016,-2.96847996830906,56.4599200704235,1023.9306024109694
218,parking,POINT (-2.985731207276566 56.46175589547527),56.46175589547644,-2.985731220224113,186,0.017348658341832638,-2.96847996830906,56.4599200704235,1051.206490698265
219,parking,POINT (-2.985452315045463 56.46142448881307),56.46142448881461,-2.985452327993125,186,0.017038904540515012,-2.96847996830906,56.4599200704235,1032.4375922596812
220,parking,POINT (-2.985445071798948 56.46160974000401),56.46160974000536,-2.985445084746674,186,0.01704905155830255,-2.96847996830906,56.4599200704235,1033.0524300615052
221,parking,POINT (-2.985301530939676 56.46186228048319),56.46186228048431,-2.985301543887595,186,0.016933327637079765,-2.96847996830906,56.4599200704235,1026.0403756004919
222,parking,POINT (-2.984842137051767 56.46170534999869),56.46170535,-2.98484215,186,0.016459289561023292,-2.96847996830906,56.4599200704235,997.3170073393792
223,parking,POINT (-2.984853928663671 56.46064205567918),56.46064205568156,-2.984853941611563,186,0.016389882989940627,-2.96847996830906,56.4599200704235,993.1114580351268
224,parking,POINT (-2.983514088851515 56.46047249849814),56.46047249850083,-2.983514101800413,186,0.015044279531318329,-2.96847996830906,56.4599200704235,911.5773669406582
225,parking,POINT (-2.983105054317386 56.46058292355837),56.46058292356099,-2.983105067266642,186,0.014640112492769836,-2.96847996830906,56.4599200704235,887.0876913774474
226,parking,POINT (-2.983780070916562 56.46356126035721),56.46356126035683,-2.983780083866218,186,0.015727421918197284,-2.96847996830906,56.4599200704235,952.9709834963926
227,parking,POINT (-2.990583270183845 56.46313814174054),56.46313814173981,-2.990583283127978,186,0.022336349499886235,-2.96847996830906,56.4599200704235,1353.4254413304113
228,parking,POINT (-2.990992507660844 56.46556815802096),56.4655681580178,-2.990992520605414,187,0.023210254293501376,-2.96847996830906,56.4599200704235,1406.3779159944272
229,parking,POINT (-2.9893371502267 56.46985708365552),56.46985708364831,-2.989337163173922,188,0.023103393894854708,-2.96847996830906,56.4599200704235,1399.9029285664303
230,parking,POINT (-2.989581280194656 56.45888483121994),56.45888483122352,-2.989581293138251,186,0.021126704185655692,-2.96847996830906,56.4599200704235,1280.129456090116
231,parking,POINT (-2.986967149252228 56.45952872232409),56.45952872232733,-2.986967162198098,186,0.018491335571647196,-2.96847996830906,56.4599200704235,1120.4446817494866
232,parking,POINT (-2.991415322536567 56.46017082916963),56.46017082917174,-2.991415335479112,172,0.02293673793665785,-2.96847996830906,56.4599200704235,1389.804751432603
233,parking,POINT (-2.962789227346009 56.46548890886804),56.46548890886815,-2.962789240312876,229,0.007962182285604273,-2.96847996830906,56.4599200704235,482.45216049749007
236,parking,POINT (-2.956305501266077 56.48143854670565),56.48143854669078,-2.956305514243067,246,0.0247237164008679,-2.96847996830906,56.4599200704235,1498.0830587980813
238,parking,POINT (-2.973810209933228 56.46507275758582),56.46507275758506,-2.973810222891249,201,0.0074136225218089935,-2.96847996830906,56.4599200704235,449.2133028939003
246,parking,POINT (-2.956536693083327 56.46944222288033),56.46944222287723,-2.956536706056376,230,0.015274583483303187,-2.96847996830906,56.4599200704235,925.5321641583877
248,parking,POINT (-2.964441721200169 56.47224688167252),56.47224688166575,-2.964441734167847,230,0.01297141512639368,-2.96847996830906,56.4599200704235,785.976385362736
251,fuel,POINT (-2.950345410017569 56.48513834910315),56.4851383490853,-2.95034542300043,247,0.031061605113303126,-2.96847996830906,56.4599200704235,1882.1144703666712
254,parking,POINT (-2.989016162679244 56.48967641238018),56.48967641235347,-2.989016175632908,192,0.036154884819360654,-2.96847996830906,56.4599200704235,2190.7313432368437
255,parking,POINT (-2.986989216130758 56.48784859560688),56.48784859558221,-2.986989229085459,191,0.033505152619101274,-2.96847996830906,56.4599200704235,2030.1762367472306
256,parking,POINT (-2.980228762238891 56.47549440886289),56.47549440885113,-2.980228775195091,203,0.019508830838968608,-2.96847996830906,56.4599200704235,1182.0977276616265
257,parking,POINT (-2.988440749023109 56.46596858920557),56.46596858920229,-2.988440761969825,187,0.02085708184250685,-2.96847996830906,56.4599200704235,1263.7922413285623
258,parking,POINT (-2.987489137055385 56.45684559999417),56.45684559999999,-2.98748915,185,0.019256203077040686,-2.96847996830906,56.4599200704235,1166.790264811381
261,parking,POINT (-2.981351413782259 56.48928610082935),56.48928610080391,-2.981351426741877,206,0.03206303451781872,-2.96847996830906,56.4599200704235,1942.7940381615194
264,parking,POINT (-2.96145526168069 56.47195710611862),56.47195710611248,-2.961455274650639,230,0.013936877310658667,-2.96847996830906,56.4599200704235,844.4765929652951
265,parking,POINT (-2.961195962290171 56.47196344603893),56.47196344603282,-2.961195975260328,230,0.014074780666179119,-2.96847996830906,56.4599200704235,852.8325649117031
279,parking,POINT (-2.95044040338551 56.48370359625494),56.48370359623848,-2.950440416367846,247,0.029850988835069522,-2.96847996830906,56.4599200704235,1808.7596515473094
282,parking,POINT (-2.969773241462168 56.46362946810343),56.46362946810456,-2.969773254422931,214,0.003928386453566034,-2.96847996830906,56.4599200704235,238.03254733550347
283,parking,POINT (-2.978810975380822 56.48673480663729),56.48673480661463,-2.978810988341656,205,0.028736040992343764,-2.96847996830906,56.4599200704235,1741.20166602648
284,parking,POINT (-2.995156918063422 56.47547419954508),56.47547419953168,-2.995156931007787,175,0.030880273171448216,-2.96847996830906,56.4599200704235,1871.1270320015287
285,parking,POINT (-2.995318030448772 56.47588012069522),56.4758801206814,-2.995318043393136,175,0.031225077717329595,-2.96847996830906,56.4599200704235,1892.0197586614788
286,parking,POINT (-2.996327698628215 56.47497400038733),56.47497400037428,-2.996327711571495,175,0.03165624127677714,-2.96847996830906,56.4599200704235,1918.1452332263289
287,parking,POINT (-2.996040665966926 56.47498631829183),56.47498631827882,-2.996040678910437,175,0.03140994417841082,-2.96847996830906,56.4599200704235,1903.2213639944061
288,parking,POINT (-2.995106007174173 56.47736781569508),56.47736781567981,-2.995106020119168,175,0.0318334800096334,-2.96847996830906,56.4599200704235,1928.8846519589224
289,parking,POINT (-2.996203212168123 56.4772665858868),56.47726658587153,-2.996203225112218,175,0.03270291372282738,-2.96847996830906,56.4599200704235,1981.5662106439302
290,parking,POINT (-2.971078503415982 56.46286693625431),56.46286693625605,-2.971078516375473,214,0.003928927371242723,-2.96847996830906,56.4599200704235,238.06532313645963
291,parking,POINT (-2.99313614961503 56.48942317791502),56.48942317788811,-2.993136162565348,178,0.0384494637839377,-2.96847996830906,56.4599200704235,2329.7666653612578
295,parking,POINT (-2.996276010360621 56.4613499475013),56.4613499475017,-2.996276023299684,172,0.027832808365318797,-2.96847996830906,56.4599200704235,1686.4721312445533
296,parking,POINT (-2.99692413431303 56.46126041948681),56.46126041948722,-2.996924147251552,172,0.02847574145347457,-2.96847996830906,56.4599200704235,1725.4293475339737
323,parking,POINT (-2.984290155389708 56.45541694403015),56.45541694403774,-2.984290168336409,185,0.016438995472684716,-2.96847996830906,56.4599200704235,996.0873285386344
324,parking,POINT (-2.976606342622262 56.46307233160453),56.46307233160546,-2.976606355577443,200,0.008716359365872138,-2.96847996830906,56.4599200704235,528.1499791006604
